osm_type,osm_id,name,tag_key,tag_value,amenity,tourism,shop,leisure,public_transport,railway,highway,historic,office,addr_street,addr_housenumber,lon,lat,all_tags_json
node,1804782064,Zum Bierstübchen,amenity,pub,pub,,,,,,,,,,,8.2762473,49.9991800,"{""amenity"": ""pub"", ""check_date"": ""2025-08-29"", ""indoor_seating"": ""yes"", ""internet_access"": ""no"", ""name"": ""Zum Bierstübchen"", ""outdoor_seating"": ""yes"", ""source"": ""My neighborhood!""}"
node,4089475510,Zum Gockel,amenity,pub,pub,,,,,,,,,Hintere Bleiche,29,8.2640691,50.0024304,"{""addr:city"": ""Mainz"", ""addr:country"": ""DE"", ""addr:housenumber"": ""29"", ""addr:postcode"": ""55116"", ""addr:street"": ""Hintere Bleiche"", ""amenity"": ""pub"", ""check_date:opening_hours"": ""2023-11-23"", ""indoor_seating"": ""yes"", ""name"": ""Zum Gockel"", ""opening_hours:signed"": ""no"", ""outdoor_seating"": ""no"", ""phone"": ""+49 6131 2133495"", ""wheelchair"": ""no""}"
node,3917166097,Zur Andau,amenity,pub,pub,,,,,,,,,Gaustraße,77,8.2677655,49.9975602,"{""addr:city"": ""Mainz"", ""addr:country"": ""DE"", ""addr:housenumber"": ""77"", ""addr:postcode"": ""55116"", ""addr:street"": ""Gaustraße"", ""amenity"": ""pub"", ""check_date"": ""2024-07-15"", ""check_date:opening_hours"": ""2022-06-04"", ""email"": ""andau@t-online.de"", ""indoor_seating"": ""yes"", ""name"": ""Zur Andau"", ""opening_hours"": ""Mo-Th 11:00-01:00, Fr-Sa 11:00-02:00, Su 11:00-01:00"", ""outdoor_seating"": ""yes"", ""phone"": ""+49 6131 231586"", ""smoking"": ""separated"", ""website"": ""https://zur-andau.de"", ""website:menu"": ""https://zur-andau.de/media/pages/home/8de4336267-1764751226/rz-zuan-speisekarte_092025-aktuell.pdf"", ""wheelchair"": ""yes""}"
node,4450404459,off.,amenity,pub,pub,,,,,,,,,Ludwigsstraße,4,8.2692464,49.9979000,"{""addr:housenumber"": ""4"", ""addr:street"": ""Ludwigsstraße"", ""amenity"": ""pub"", ""check_date:opening_hours"": ""2024-04-20"", ""level"": ""0"", ""name"": ""off."", ""opening_hours"": ""We,Th 19:00-02:00, Fr,Sa 19:00-04:00"", ""toilets:wheelchair"": ""yes"", ""website"": ""https://www.gutleut-mainz.de/"", ""wheelchair"": ""yes""}"
node,9572289816,Offene Büchereien Mainz,amenity,public_bookcase,public_bookcase,,,,,,,,,Kirschgarten,,8.2729361,49.9968906,"{""access"": ""yes"", ""addr:city"": ""Mainz"", ""addr:postcode"": ""55116"", ""addr:street"": ""Kirschgarten"", ""amenity"": ""public_bookcase"", ""covered"": ""no"", ""indoor"": ""no"", ""lit"": ""no"", ""location"": ""outdoor"", ""name"": ""Offene Büchereien Mainz"", ""operator"": ""Landeshauptstadt Mainz"", ""public_bookcase:type"": ""metal_cabinet"", ""wheelchair"": ""yes""}"
node,2104405007,Offener Bücherschrank: Kinderbücher,amenity,public_bookcase,public_bookcase,,,,,,,,,,,8.2722855,50.0025831,"{""access"": ""yes"", ""amenity"": ""public_bookcase"", ""books"": ""children"", ""check_date"": ""2025-01-29"", ""colour"": ""gray"", ""covered"": ""no"", ""indoor"": ""no"", ""location"": ""outdoor"", ""name"": ""Offener Bücherschrank: Kinderbücher"", ""opening_hours"": ""Mo-Su,PH 00:00-24:00"", ""operator"": ""Netzwerk Familienbildung"", ""ref:isil"": ""none"", ""source"": ""Bing"", ""wheelchair"": ""yes""}"
node,1576520538,,amenity,recycling,recycling,,,,,,,,,,,8.2734486,50.0010366,"{""amenity"": ""recycling"", ""check_date"": ""2025-03-23"", ""location"": ""overground"", ""recycling:clothes"": ""yes"", ""recycling_type"": ""container""}"
node,1576520987,,amenity,recycling,recycling,,,,,,,,,,,8.2608481,50.0024605,"{""amenity"": ""recycling"", ""location"": ""overground"", ""recycling:cds"": ""yes"", ""recycling_type"": ""container""}"
node,8541342429,Deutsches Rotes Kreuz,amenity,recycling,recycling,,,,,,,,,,,8.2697317,50.0000019,"{""amenity"": ""recycling"", ""brand"": ""Deutsches Rotes Kreuz"", ""brand:wikidata"": ""Q694104"", ""brand:wikipedia"": ""de:Deutsches Rotes Kreuz"", ""operator"": ""Deutsches Rotes Kreuz"", ""recycling:clothes"": ""yes"", ""recycling_type"": ""container"", ""website"": ""https://www.drk.de/""}"
node,1356589141,Leibniz-Institut für Europäische Geschichte,amenity,research_institute,research_institute,,,,,,,,,Alte Universitätsstraße,19,8.2715993,50.0002271,"{""addr:city"": ""Mainz"", ""addr:country"": ""DE"", ""addr:housenumber"": ""19"", ""addr:postcode"": ""55116"", ""addr:street"": ""Alte Universitätsstraße"", ""amenity"": ""research_institute"", ""name"": ""Leibniz-Institut für Europäische Geschichte"", ""note"": ""Das Leibniz-Institut für Europäische Geschichte (IEG) in Mainz ist als außeruniversitäres Forschungsinstitut eine gemeinnützige Einrichtung zur Förderung der Wissenschaft."", ""website"": ""https://www.ieg-mainz.de/"", ""wikidata"": ""Q327772"", ""wikimedia_commons"": ""Category:Leibniz-Institut für Europäische Geschichte"", ""wikipedia"": ""de:Leibniz-Institut für Europäische Geschichte""}"
node,7215719706,Leibniz-Institut für Resilienzforschung,amenity,research_institute,research_institute,,,,,,,,,Wallstraße,7,8.2566960,50.0005275,"{""addr:city"": ""Mainz"", ""addr:housenumber"": ""7"", ""addr:postcode"": ""55122"", ""addr:street"": ""Wallstraße"", ""amenity"": ""research_institute"", ""check_date"": ""2026-07-10"", ""email"": ""info@lir-mainz.de"", ""name"": ""Leibniz-Institut für Resilienzforschung"", ""name:en"": ""Leibniz Institute for Resilience Research"", ""official_name"": ""Leibniz-Institut für Resilienzforschung (LIR) gGmbH"", ""operator"": ""Leibniz-Institut für Resilienzforschung (LIR) gGmbH"", ""phone"": ""+49 6131 89448-00"", ""ref:ror"": ""00q5t0010"", ""research"": ""medicine"", ""short_name"": ""LIR"", ""website"": ""https://lir-mainz.de/"", ""wikidata"": ""Q84938768"", ""wikipedia"": ""de:Leibniz-Institut für Resilienzforschung""}"
node,5385355435,ALEX,amenity,restaurant,restaurant,,,,,,,,,Gutenbergplatz,14,8.2721113,49.9987644,"{""addr:city"": ""Mainz"", ""addr:housenumber"": ""14"", ""addr:postcode"": ""55116"", ""addr:street"": ""Gutenbergplatz"", ""amenity"": ""restaurant"", ""brand"": ""ALEX"", ""brand:wikidata"": ""Q18018122"", ""changing_table"": ""yes"", ""changing_table:location"": ""dedicated_room"", ""check_date"": ""2024-07-15"", ""cuisine"": ""burger;italian;noodle;pizza"", ""diet:vegetarian"": ""yes"", ""indoor_seating"": ""yes"", ""internet_access"": ""wlan"", ""kids_area"": ""yes"", ""level"": ""0;-1"", ""name"": ""ALEX"", ""opening_hours"": ""Mo-Th 08:00-01:00, Fr-Sa 08:00-03:00, Su,PH 09:00-01:00"", ""operator"": ""Mitchells & Butlers Germany GmbH"", ""outdoor_seating"": ""yes"", ""phone"": ""+49 6131 1447350"", ""smoking"": ""no"", ""takeaway"": ""no"", ""toilets"": ""yes"", ""toilets:wheelchair"": ""yes"", ""website"": ""https://www.dein-alex.de/mainz"", ""wheelchair"": ""yes""}"
node,5210358635,Adam & Eden,amenity,restaurant,restaurant,,,,,,,,,Bahnhofplatz,8,8.2591462,50.0022972,"{""addr:city"": ""Mainz"", ""addr:country"": ""DE"", ""addr:housenumber"": ""8"", ""addr:postcode"": ""55116"", ""addr:street"": ""Bahnhofplatz"", ""amenity"": ""restaurant"", ""check_date"": ""2026-01-18"", ""check_date:opening_hours"": ""2026-01-18"", ""diet:vegan"": ""no"", ""diet:vegetarian"": ""yes"", ""indoor_seating"": ""yes"", ""level"": ""0"", ""name"": ""Adam & Eden"", ""opening_hours"": ""Mo-Fr 06:30-10:00,12:00-14:30,18:00-23:30; Sa 07:00-11:00,12:00-14:30,18:00-23:30; Su 07:00-12:00"", ""outdoor_seating"": ""no"", ""phone"": ""+49 4961 3126790"", ""website"": ""https://www.adamundeden.com"", ""wheelchair"": ""no""}"
node,6875764564,Addis Abebaye,amenity,restaurant,restaurant,,,,,,,,,,,8.2606703,50.0007595,"{""amenity"": ""restaurant"", ""contact:email"": ""info@addisabebaye.de"", ""contact:facebook"": ""https://www.facebook.com/AddisAbebayeRestaurant/"", ""contact:fax"": ""+49 6131 2401999"", ""contact:mobile"": ""+49 157 33099974"", ""contact:phone"": ""+49 6131 2401998"", ""contact:website"": ""http://www.addisabebaye.de/"", ""cuisine"": ""ethiopian"", ""diet:vegan"": ""yes"", ""diet:vegetarian"": ""yes"", ""indoor_seating"": ""yes"", ""name"": ""Addis Abebaye"", ""opening_hours"": ""Mo, We-Th 16:00-22:00; Fr-Sa 12:00-22:00; Su 14:00-22:00"", ""outdoor_seating"": ""no"", ""website:menu"": ""https://www.addisabebaye.de/speisekarte.html""}"
node,3098855786,Al Cortile,amenity,restaurant,restaurant,,,,,,,,,,,8.2746976,49.9964404,"{""amenity"": ""restaurant"", ""cuisine"": ""italian"", ""diet:vegan"": ""yes"", ""diet:vegetarian"": ""yes"", ""indoor_seating"": ""yes"", ""name"": ""Al Cortile"", ""opening_hours"": ""11:45-15:00,18:00-01:00"", ""operator"": ""Giuseppe Dato"", ""outdoor_seating"": ""yes"", ""phone"": ""+49 6131 617878"", ""smoking"": ""outside"", ""takeaway"": ""yes"", ""website"": ""https://www.alcortile.de/"", ""wheelchair"": ""no""}"
node,2150699229,Almalaki,amenity,restaurant,restaurant,,,,,,,,,Kaiserstraße,16,8.2625451,50.0025030,"{""addr:city"": ""Mainz"", ""addr:housenumber"": ""16"", ""addr:postcode"": ""55116"", ""addr:street"": ""Kaiserstraße"", ""amenity"": ""restaurant"", ""contact:instagram"": ""https://www.instagram.com/almalaki.restaurant/"", ""cuisine"": ""arab"", ""name"": ""Almalaki"", ""opening_hours"": ""Mo-Th 11:00-23:00; Fr,Sa 11:00-24:00; Su 11:00-22:00"", ""payment:debit_cards"": ""yes"", ""phone"": ""+49 61312497008"", ""website"": ""https://restaurant-almalaki.eatbu.com""}"
node,631828527,Am Holztor,amenity,restaurant,restaurant,,,,,,,,,Holzstraße,40,8.2801296,49.9976552,"{""addr:city"": ""Mainz"", ""addr:country"": ""DE"", ""addr:housenumber"": ""40"", ""addr:postcode"": ""55116"", ""addr:street"": ""Holzstraße"", ""amenity"": ""restaurant"", ""cuisine"": ""regional"", ""email"": ""info@amholztor.de"", ""name"": ""Am Holztor"", ""opening_hours"": ""Tu-Sa 17:00-22:00"", ""outdoor_seating"": ""yes"", ""phone"": ""+49 6131 5547700"", ""smoking"": ""outside"", ""toilets:wheelchair"": ""no"", ""website"": ""https://www.amholztor.de/"", ""wheelchair"": ""no""}"
node,1578175854,Aposto,amenity,restaurant,restaurant,,,,,,,,,Gutenbergplatz,8-12,8.2719637,49.9987058,"{""addr:city"": ""Mainz"", ""addr:country"": ""DE"", ""addr:floor"": ""0"", ""addr:housenumber"": ""8-12"", ""addr:postcode"": ""55116"", ""addr:street"": ""Gutenbergplatz"", ""amenity"": ""restaurant"", ""branch"": ""Mainz"", ""brand"": ""Aposto"", ""brand:wikidata"": ""Q129740663"", ""check_date"": ""2024-07-15"", ""cuisine"": ""italian"", ""diet:vegan"": ""no"", ""diet:vegetarian"": ""yes"", ""email"": ""mainz@aposto.eu"", ""fax"": ""+49 6131 6931621"", ""indoor_seating"": ""yes"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""customers"", ""level"": ""-1;0"", ""name"": ""Aposto"", ""opening_hours"": ""Mo-Th 11:30-24:00,Tu-Fr 00:00-01:00; Fr-Sa 11:30-24:00,Sa-Su 00:00-02:00; Su 11:30-24:00"", ""operator"": ""Aposto Mainz GmbH"", ""outdoor_seating"": ""yes"", ""payment:cash"": ""yes"", ""payment:maestro"": ""yes"", ""phone"": ""+49 6131 6931620"", ""toilets:wheelchair"": ""yes"", ""website"": ""https://www.aposto.eu/mainz/"", ""wheelchair"": ""yes"", ""wheelchair:description"": ""Aufzug vorhanden, großräumiges behindertengerechtes WC im UG, Eingangstür leider nicht automatisch; OG aufgrund von leichten Anhöhen der Sitzflächen nicht barreirefrei, dafür das gesamte UG.""}"
node,609179164,Augustinerkeller,amenity,restaurant,restaurant,,,,,,,,,,,8.2752394,49.9966547,"{""amenity"": ""restaurant"", ""cuisine"": ""german"", ""diet:vegan"": ""no"", ""diet:vegetarian"": ""yes"", ""indoor_seating"": ""yes"", ""name"": ""Augustinerkeller"", ""opening_hours"": ""Su,Mo,We,Th 12:00-22:00; Fr,Sa 12:00-23:00"", ""outdoor_seating"": ""yes"", ""phone"": ""+49 6131 222662"", ""website"": ""http://www.augustinerkeller-mainz.de/"", ""wheelchair"": ""limited""}"
node,4930533881,Ayam Sanam,amenity,restaurant,restaurant,,,,,,,,,,,8.2605185,50.0021916,"{""amenity"": ""restaurant"", ""check_date"": ""2024-07-06"", ""cuisine"": ""arab"", ""name"": ""Ayam Sanam""}"
node,9286615879,Bellpepper,amenity,restaurant,restaurant,,,,,,,,,Templerstraße,6,8.2818161,49.9962507,"{""addr:city"": ""Mainz"", ""addr:country"": ""DE"", ""addr:housenumber"": ""6"", ""addr:postcode"": ""55116"", ""addr:street"": ""Templerstraße"", ""amenity"": ""restaurant"", ""check_date"": ""2025-03-31"", ""email"": ""mainz.regency@hyatt.com"", ""indoor_seating"": ""yes"", ""name"": ""Bellpepper"", ""outdoor_seating"": ""yes"", ""phone"": ""+49 6131 731 1537"", ""reservation"": ""recommended"", ""smoking"": ""outside"", ""website"": ""https://www.bellpepper.de"", ""wheelchair"": ""yes""}"
node,2383090690,Bistrorante Midi,amenity,restaurant,restaurant,,,,,,,,,,,8.2714513,50.0032898,"{""amenity"": ""restaurant"", ""check_date"": ""2026-07-10"", ""check_date:opening_hours"": ""2026-07-10"", ""cuisine"": ""pizza"", ""diet:vegan"": ""no"", ""diet:vegetarian"": ""yes"", ""name"": ""Bistrorante Midi"", ""opening_hours"": ""Mo-Sa 11:30-14:15,17:30-22:00; Su,PH off"", ""phone"": ""+49 6131 235800"", ""website"": ""http://www.bistrorante-midi.de/"", ""website:menu"": ""http://www.bistrorante-midi.de/40668.html"", ""wheelchair"": ""yes""}"
node,739254470,Bistrorante l'Angolo,amenity,restaurant,restaurant,,,,,,,,,Augustinerstraße,8,8.2758676,49.9962382,"{""addr:city"": ""Mainz"", ""addr:country"": ""DE"", ""addr:housenumber"": ""8"", ""addr:postcode"": ""55116"", ""addr:street"": ""Augustinerstraße"", ""amenity"": ""restaurant"", ""check_date"": ""2026-07-11"", ""check_date:opening_hours"": ""2026-07-11"", ""cuisine"": ""italian"", ""diet:vegan"": ""no"", ""diet:vegetarian"": ""yes"", ""email"": ""info@l-angolo.de"", ""indoor_seating"": ""yes"", ""name"": ""Bistrorante l'Angolo"", ""opening_hours"": ""Mo-Su 12:00-12:00+; Tu off"", ""outdoor_seating"": ""yes"", ""phone"": ""+49 6131 231737"", ""website"": ""https://www.l-angolo.de/"", ""wheelchair"": ""limited"", ""wheelchair:description"": ""keine behindertengerechte Toilette vorhanden""}"
node,3881698257,Brauhaus zur Sonne,amenity,restaurant,restaurant,,,,,,,,,Sonnengäßchen,2,8.2709615,50.0006913,"{""addr:city"": ""Mainz"", ""addr:housenumber"": ""2"", ""addr:postcode"": ""55116"", ""addr:street"": ""Sonnengäßchen"", ""amenity"": ""restaurant"", ""check_date:opening_hours"": ""2026-03-09"", ""cuisine"": ""regional"", ""diet:vegetarian"": ""yes"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""name"": ""Brauhaus zur Sonne"", ""name:en"": ""Margo’s Restaurant"", ""opening_hours"": ""Tu-Th 11:30-21:00; Fr-Sa 11:30-22:00; Su 17:00-21:00"", ""website"": ""http://www.brauhauszursonne.de/"", ""wheelchair"": ""limited""}"
way,868798062,Buddhas,amenity,restaurant,restaurant,,,,,,,,,Adolf-Kolping-Straße,4,8.2681817,50.0015196,"{""addr:city"": ""Mainz"", ""addr:country"": ""DE"", ""addr:housename"": ""Römerpassage"", ""addr:housenumber"": ""4"", ""addr:postcode"": ""55116"", ""addr:street"": ""Adolf-Kolping-Straße"", ""amenity"": ""restaurant"", ""cuisine"": ""sushi"", ""delivery"": ""Mo-Sa 12:00-21:00;Su,PH off"", ""email"": ""info@buddhas-mainz.de"", ""indoor"": ""room"", ""level"": ""0"", ""name"": ""Buddhas"", ""opening_hours"": ""Mo-Sa 09:30-22:00; Su,PH off"", ""opening_hours:kitchen"": ""Mo-Sa 11:00-21:00; Su,PH off"", ""outdoor_seating"": ""yes"", ""phone"": ""+49 6131 4820577"", ""room"": ""shop"", ""takeaway"": ""yes"", ""website"": ""http://www.buddhas-mainz.de/""}"
node,263028282,Burgerheart,amenity,restaurant,restaurant,,,,,,,,,Jockel-Fuchs-Platz,3,8.2768379,50.0017535,"{""addr:city"": ""Mainz"", ""addr:country"": ""DE"", ""addr:housenumber"": ""3"", ""addr:postcode"": ""55116"", ""addr:street"": ""Jockel-Fuchs-Platz"", ""amenity"": ""restaurant"", ""brand"": ""Burgerheart"", ""brand:wikidata"": ""Q110810807"", ""check_date"": ""2025-08-17"", ""cuisine"": ""burger"", ""email"": ""mainz@burgerheart.com"", ""name"": ""Burgerheart"", ""opening_hours"": ""Mo-Fr 17:00-00:00; Sa-Su 13:00-00:00"", ""outdoor_seating"": ""yes"", ""website"": ""https://mainz.burgerheart.com/"", ""wheelchair"": ""yes""}"
node,12463188698,Butterfly Garden,amenity,restaurant,restaurant,,,,,,,,,,,8.2675500,49.9997028,"{""amenity"": ""restaurant"", ""name"": ""Butterfly Garden"", ""opening_hours"": ""Mo-Su 10:00-18:00"", ""toilets:wheelchair"": ""yes"", ""wheelchair"": ""yes""}"
node,3069292610,Café Portugal,amenity,restaurant,restaurant,,,,,,,,,Heidelbergerfaßgasse,7,8.2650199,50.0031867,"{""addr:city"": ""Mainz"", ""addr:country"": ""DE"", ""addr:housenumber"": ""7"", ""addr:postcode"": ""55116"", ""addr:street"": ""Heidelbergerfaßgasse"", ""amenity"": ""restaurant"", ""check_date"": ""2025-07-08"", ""cuisine"": ""portuguese"", ""diet:vegan"": ""no"", ""diet:vegetarian"": ""yes"", ""indoor_seating"": ""yes"", ""name"": ""Café Portugal"", ""opening_hours"": ""Mo-Su 18:00-24:00; Su,PH 12:00-15:00"", ""opening_hours:kitchen"": ""Mo-Su 18:00-23:00, Su,PH 12:00-15:00"", ""outdoor_seating"": ""no"", ""phone"": ""+49 6131 227019"", ""toilets:wheelchair"": ""no"", ""website"": ""https://www.cafeportugal.de/"", ""wheelchair"": ""yes""}"
node,2123878293,Casino-Restaurant Taubertsberg,amenity,restaurant,restaurant,,,,,,,,,Wallstraße,,8.2571517,50.0001420,"{""addr:city"": ""Mainz"", ""addr:country"": ""DE"", ""addr:postcode"": ""55122"", ""addr:street"": ""Wallstraße"", ""alt_name"": ""Hofmann Catering"", ""amenity"": ""restaurant"", ""check_date:opening_hours"": ""2022-06-04"", ""cuisine"": ""german"", ""diet:vegetarian"": ""yes"", ""name"": ""Casino-Restaurant Taubertsberg"", ""opening_hours"": ""Mo-Fr 07:00-15:15"", ""operator"": ""Hofmann Catering, Thomas Hofmann"", ""phone"": ""+49 1512 7613533"", ""website"": ""http://hofmann-catering.de"", ""wheelchair"": ""yes""}"
node,12512615224,Chikiyo,amenity,restaurant,restaurant,,,,,,,,,,,8.2609846,50.0012628,"{""amenity"": ""restaurant"", ""cuisine"": ""japanese;korean"", ""diet:vegan"": ""no"", ""diet:vegetarian"": ""yes"", ""indoor_seating"": ""yes"", ""name"": ""Chikiyo"", ""opening_hours"": ""Mo-Sa 12:00-22:30; Su 14:00-22:30"", ""outdoor_seating"": ""no"", ""phone"": ""+49 6131 2072797""}"
node,12703087303,Com 3 Miên,amenity,restaurant,restaurant,,,,,,,,,Klarastraße,18,8.2678309,50.0022159,"{""addr:city"": ""Mainz"", ""addr:housenumber"": ""18"", ""addr:postcode"": ""55116"", ""addr:street"": ""Klarastraße"", ""amenity"": ""restaurant"", ""cuisine"": ""asian"", ""diet:vegan"": ""yes"", ""diet:vegetarian"": ""yes"", ""name"": ""Com 3 Miên"", ""opening_hours"": ""We-Mo 11:30-21:30"", ""phone"": ""+49 61313334001"", ""website"": ""https://www.com3mien.de/"", ""website:menu"": ""https://com3mien.de/menu""}"
node,1421374562,"Como-Lario ""Da Bruno""",amenity,restaurant,restaurant,,,,,,,,,Neubrunnenstraße,7,8.2651818,50.0022278,"{""addr:city"": ""Mainz"", ""addr:country"": ""DE"", ""addr:housenumber"": ""7"", ""addr:postcode"": ""55116"", ""addr:street"": ""Neubrunnenstraße"", ""amenity"": ""restaurant"", ""check_date"": ""2024-11-07"", ""check_date:opening_hours"": ""2024-11-07"", ""cuisine"": ""italian"", ""description"": ""Da Bruno Pizzeria"", ""diet:vegetarian"": ""yes"", ""indoor_seating"": ""yes"", ""internet_access"": ""no"", ""level"": ""0"", ""name"": ""Como-Lario \""Da Bruno\"""", ""opening_hours"": ""Tu-Su 11:00-15:00,17:30-23:00"", ""outdoor_seating"": ""yes"", ""phone"": ""+49 6131 234028"", ""smoking"": ""no"", ""source"": ""survey"", ""takeaway"": ""yes"", ""toilets"": ""yes"", ""wheelchair"": ""yes""}"
node,598693903,Cubo Negro,amenity,restaurant,restaurant,,,,,,,,,Karmeliterplatz,4,8.2726138,50.0022138,"{""addr:city"": ""Mainz"", ""addr:country"": ""DE"", ""addr:housenumber"": ""4"", ""addr:postcode"": ""55116"", ""addr:street"": ""Karmeliterplatz"", ""amenity"": ""restaurant"", ""cuisine"": ""italian"", ""diet:vegan"": ""yes"", ""diet:vegetarian"": ""yes"", ""email"": ""info@cubonegro.de"", ""indoor_seating"": ""yes"", ""name"": ""Cubo Negro"", ""opening_hours"": ""Tu-Th 11:30-24:00, Fr,Sa 11:30-02:00, Su 15:00-22:00; Mo off"", ""outdoor_seating"": ""yes"", ""phone"": ""+49 6131 237977"", ""toilets:wheelchair"": ""yes"", ""website"": ""https://www.cubonegro.de/"", ""wheelchair"": ""yes""}"
node,288413837,Da Vito,amenity,restaurant,restaurant,,,,,,,,,Holzstraße,1,8.2761134,49.9961276,"{""addr:city"": ""Mainz"", ""addr:country"": ""DE"", ""addr:housenumber"": ""1"", ""addr:postcode"": ""55116"", ""addr:street"": ""Holzstraße"", ""amenity"": ""restaurant"", ""check_date"": ""2025-04-27"", ""cuisine"": ""italian"", ""diet:vegan"": ""no"", ""diet:vegetarian"": ""yes"", ""email"": ""info@da-vito-mainz.de"", ""indoor_seating"": ""yes"", ""name"": ""Da Vito"", ""opening_hours"": ""Tu-Su 11:30-23:00"", ""outdoor_seating"": ""yes"", ""phone"": ""+49 6131 229103"", ""smoking"": ""no"", ""toilets:wheelchair"": ""no"", ""website"": ""https://www.da-vito-mainz.de/"", ""wheelchair"": ""limited"", ""wheelchair:description"": ""Toilette im UG mit Euroschlüssel""}"
node,1642188678,Damas,amenity,restaurant,restaurant,,,,,,,,,,,8.2782727,49.9969378,"{""air_conditioning"": ""yes"", ""amenity"": ""restaurant"", ""cuisine"": ""lebanese;syrian"", ""description"": ""\""Syrisch-Libanesische Spezialitäten\"""", ""designation"": ""Persian Cuisine"", ""diet:vegan"": ""no"", ""diet:vegetarian"": ""yes"", ""email"": ""info@restaurant-damas.de"", ""fax"": ""+49 6131 2407347"", ""indoor_seating"": ""yes"", ""level"": ""0"", ""name"": ""Damas"", ""opening_hours"": ""Mo-Sa 16:00-23:00; Su 12:00-23:00"", ""outdoor_seating"": ""yes"", ""payment:girocard"": ""yes"", ""payment:maestro"": ""yes"", ""payment:mastercard"": ""yes"", ""payment:nexi_pay"": ""yes"", ""phone"": ""+49 6131 224025"", ""toilets"": ""yes"", ""toilets:access"": ""customers"", ""website"": ""http://www.restaurant-damas.de"", ""wheelchair"": ""no""}"
node,1580163222,Delphi,amenity,restaurant,restaurant,,,,,,,,,Hintere Flachsmarktstraße,2,8.2708620,50.0030300,"{""addr:city"": ""Mainz"", ""addr:country"": ""DE"", ""addr:housenumber"": ""2"", ""addr:postcode"": ""55116"", ""addr:street"": ""Hintere Flachsmarktstraße"", ""amenity"": ""restaurant"", ""check_date"": ""2025-08-17"", ""cuisine"": ""greek"", ""diet:vegan"": ""no"", ""diet:vegetarian"": ""yes"", ""email"": ""info@delphi-mainz.de"", ""name"": ""Delphi"", ""note"": ""Öffnungzeiten gelten laut Schild nur im \""Winter\"""", ""opening_hours"": ""11:30-15:00,17:30-24:00"", ""outdoor_seating"": ""yes"", ""phone"": ""+49 6131 22 43 43"", ""smoking"": ""outside"", ""source"": ""survey"", ""website"": ""http://www.delphi-mainz.de/"", ""wheelchair"": ""no"", ""wheelchair:description"": ""Am Eingang befindet sich eine ca.20 cm hohe Stufe, kein Behinderten-WC, normale WC`s nur über Treppen erreichbar""}"
node,6002353955,Die Waffel,amenity,restaurant,restaurant,,,,,,,,,Lotharstraße,24,8.2666267,50.0018547,"{""addr:housenumber"": ""24"", ""addr:postcode"": ""55116"", ""addr:street"": ""Lotharstraße"", ""amenity"": ""restaurant"", ""changing_table"": ""yes"", ""check_date"": ""2025-03-09"", ""check_date:diet:vegan"": ""2025-03-09"", ""cuisine"": ""afghan"", ""diet:vegan"": ""yes"", ""diet:vegetarian"": ""yes"", ""email"": ""info@die-waffel.net"", ""highchair"": ""yes"", ""indoor_seating"": ""yes"", ""level"": ""0"", ""name"": ""Die Waffel"", ""old_name"": ""Curry Kartell"", ""opening_hours"": ""Mo-Su 11:30-21:30"", ""outdoor_seating"": ""yes"", ""phone"": ""+49 6131 5862036"", ""self_service"": ""no"", ""takeaway"": ""yes"", ""toilets"": ""yes"", ""toilets:wheelchair"": ""yes"", ""website"": ""http://die-waffel-mainz.de"", ""website:menu"": ""https://www.die-waffel.net/speisekarte/"", ""wheelchair"": ""yes""}"
node,5361844877,Domo,amenity,restaurant,restaurant,,,,,,,,,Mittlere Bleiche,25,8.2649477,50.0022004,"{""addr:city"": ""Mainz"", ""addr:housenumber"": ""25"", ""addr:postcode"": ""55116"", ""addr:street"": ""Mittlere Bleiche"", ""alt_name"": ""Sushi Domo;Domo Sushibar"", ""amenity"": ""restaurant"", ""cuisine"": ""sushi;korean;japanese"", ""name"": ""Domo"", ""name:ja"": ""どうも"", ""name:ko"": ""도모"", ""opening_hours"": ""We-Mo 12:00-14:30,17:30-22:30; Tu off"", ""phone"": ""+496131236998""}"
node,6564469756,Dì Thu,amenity,restaurant,restaurant,,,,,,,,,,,8.2714100,50.0018331,"{""addr:city"": ""Mainz"", ""amenity"": ""restaurant"", ""cash_withdrawal:foreign_cards"": ""no"", ""check_date"": ""2025-02-07"", ""contact:website"": ""https://dithu-kueche.de/"", ""cuisine"": ""asian;sushi"", ""diet:vegan"": ""yes"", ""diet:vegetarian"": ""yes"", ""level"": ""1"", ""name"": ""Dì Thu"", ""opening_hours"": ""Mo-Sa 11:00-21:00; PH,Su 11:30-20:00"", ""outdoor_seating"": ""yes"", ""payment:cash"": ""yes"", ""payment:contactless"": ""no"", ""payment:credit_cards"": ""no"", ""payment:cryptocurrencies"": ""no"", ""payment:debit_cards"": ""no"", ""payment:electronic_purses"": ""no"", ""phone"": ""+49 1520 2392016"", ""smoking"": ""no"", ""takeaway"": ""yes"", ""toilets"": ""yes"", ""toilets:access"": ""customers"", ""toilets:wheelchair"": ""no"", ""wheelchair"": ""limited"", ""wheelchair:description"": ""Toilette ist nicht mit dem Rollstuhl zu erreichen. (Wendeltreppe)""}"
